ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
27095,TRAPPC3,trafficking protein particle complex 3,1,36144676
55700,MAP7D1,MAP7 domain containing 1,1,36168407
9967,THRAP3,thyroid hormone receptor associated protein 3,1,36264885
79729,SH3D21,SH3 domain containing 21,1,36314048
55194,EVA1B,eva-1 homolog B,1,36322965
83931,STK40,serine/threonine kinase 40,1,36362773
84967,LSM10,"LSM10, U7 small nuclear RNA associated",1,36395689
127700,OSCP1,organic solute carrier partner 1,1,36436794
64960,MRPS15,mitochondrial ribosomal protein S15,1,36460100
1441,CSF3R,colony stimulating factor 3 receptor,1,36474678
2899,GRIK3,glutamate ionotropic receptor kainate type subunit 3,1,36914885
728431,LINC01137,long intergenic non-protein coding RNA 1137,1,37464661
64769,MEAF6,MYST/Esa1 associated factor 6,1,37502390
79753,SNIP1,Smad nuclear interacting protein 1,1,37544396
7802,DNALI1,dynein axonemal light intermediate chain 1,1,37561888
29889,GNL2,G protein nucleolar 2,1,37581398
284654,RSPO1,R-spondin 1,1,37623136
54955,C1orf109,chromosome 1 open reading frame 109,1,37686082
55143,CDCA8,cell division cycle associated 8,1,37701060
284656,EPHA10,EPH receptor A10,1,37751637
149175,MANEAL,mannosidase endo-alpha like,1,37798200
79693,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,1,37805567
127687,C1orf122,chromosome 1 open reading frame 122,1,37808627
4520,MTF1,metal regulatory transcription factor 1,1,37834593
3633,INPP5B,inositol polyphosphate-5-phosphatase B,1,37900060
10946,SF3A3,splicing factor 3a subunit 3,1,37973545
2275,FHL3,four and a half LIM domains 3,1,38001142
51118,UTP11,"UTP11, small subunit processome component homolog (S. cerevisiae)",1,38018768
5453,POU3F1,POU class 3 homeobox 1,1,38045314
339442,LINC01343,long intergenic non-protein coding RNA 1343,1,38211900
64121,RRAGC,Ras related GTP binding C,1,38849010
54933,RHBDL2,rhomboid like 2,1,38910738
79647,AKIRIN1,akirin 1,1,38998654
23499,MACF1,microtubule-actin crosslinking factor 1,1,39285652
643314,KIAA0754,KIAA0754,1,39412993
353500,BMP8A,bone morphogenetic protein 8a,1,39510757
728448,PPIEL,peptidylprolyl isomerase E like pseudogene,1,39540989
8761,PABPC4,poly(A) binding protein cytoplasmic 4,1,39568831
26508,HEYL,hes related family bHLH transcription factor with YRPW motif-like,1,39631553
84618,NT5C1A,"5'-nucleotidase, cytosolic IA",1,39665579
51440,HPCAL4,hippocalcin like 4,1,39685122
10450,PPIE,peptidylprolyl isomerase E,1,39749593
64064,OXCT2,3-oxoacid CoA-transferase 2,1,39770436
656,BMP8B,bone morphogenetic protein 8b,1,39773021
54802,TRIT1,tRNA isopentenyltransferase 1,1,39862271
4610,MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog,1,39899766
84879,MFSD2A,major facilitator superfamily domain containing 2A,1,39962540
10487,CAP1,adenylate cyclase associated protein 1,1,40056616
5538,PPT1,palmitoyl-protein thioesterase 1,1,40085090
6018,RLF,rearranged L-myc fusion,1,40201145
127391,TMCO2,transmembrane and coiled-coil domains 2,1,40249797
10269,ZMPSTE24,zinc metallopeptidase STE24,1,40276117
1298,COL9A2,collagen type IX alpha 2 chain,1,40308879
64744,SMAP2,small ArfGAP2,1,40403973
65243,ZFP69B,ZFP69 zinc finger protein B,1,40457191
339559,ZFP69,ZFP69 zinc finger protein,1,40486986
64789,EXO5,exonuclease 5,1,40512651
127396,ZNF684,zinc finger protein 684,1,40539865
9783,RIMS3,regulating synaptic membrane exocytosis 3,1,40643166
100130557,NFYC-AS1,NFYC antisense RNA 1,1,40690670
4802,NFYC,nuclear transcription factor Y subunit gamma,1,40739770
9132,KCNQ4,potassium voltage-gated channel subfamily Q member 4,1,40812232
163732,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,1,40861701
1503,CTPS1,CTP synthase 1,1,40998219
200172,SLFNL1,schlafen like 1,1,41018676
100507178,SLFNL1-AS1,SLFNL1 antisense RNA 1,1,41029240
22955,SCMH1,sex comb on midleg homolog 1 (Drosophila),1,41108031
100132074,FOXO6,forkhead box O6,1,41372761
1907,EDN2,endothelin 2,1,41481729
59269,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3,1,41845700
2981,GUCA2B,guanylate cyclase activator 2B,1,42154622
22887,FOXJ3,forkhead box J3,1,42255930
284716,RIMKLA,ribosomal modification protein rimK like family member A,1,42402513
84217,ZMYND12,zinc finger MYND-type containing 12,1,42443298
79717,PPCS,phosphopantothenoylcysteine synthetase,1,42460861
728621,CCDC30,coiled-coil domain containing 30,1,42594776
10465,PPIH,peptidylprolyl isomerase H,1,42667567
4904,YBX1,Y-box binding protein 1,1,42693207
149461,CLDN19,claudin 19,1,42736673
64175,P3H1,prolyl 3-hydroxylase 1,1,42756709
79078,C1orf50,chromosome 1 open reading frame 50,1,42771493
374969,SVBP,small vasohibin binding protein,1,42812220
114625,ERMAP,erythroblast membrane associated protein (Scianna blood group),1,42833165
51058,ZNF691,zinc finger protein 691,1,42849524
339539,LOC339539,uncharacterized LOC339539,1,42873207
6513,SLC2A1,solute carrier family 2 member 1,1,42942275
440584,SLC2A1-AS1,SLC2A1 antisense RNA 1,1,42971203
149465,CFAP57,cilia and flagella associated protein 57,1,43202474
128218,TMEM125,transmembrane protein 125,1,43271998
149466,C1orf210,chromosome 1 open reading frame 210,1,43283742
7075,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,1,43312002
4352,MPL,"MPL proto-oncogene, thrombopoietin receptor",1,43346134
991,CDC20,cell division cycle 20,1,43361078
112950,MED8,mediator complex subunit 8,1,43386860
23334,SZT2,seizure threshold 2 homolog (mouse),1,43422066
81888,HYI,hydroxypyruvate isomerase (putative),1,43452496
5792,PTPRF,"protein tyrosine phosphatase, receptor type F",1,43576060
9682,KDM4A,lysine demethylase 4A,1,43677822
101929592,LOC101929592,uncharacterized LOC101929592,1,43718374
6487,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",1,43819349
9048,ARTN,artemin,1,43935280
9670,IPO13,importin 13,1,43957414
1802,DPH2,DPH2 homolog,1,43971676
533,ATP6V0B,ATPase H+ transporting V0 subunit b,1,43976474
8704,B4GALT2,"beta-1,4-galactosyltransferase 2",1,43985526
149473,CCDC24,coiled-coil domain containing 24,1,43994067
6536,SLC6A9,solute carrier family 6 member 9,1,44011567
128209,KLF17,Kruppel like factor 17,1,44126993
55929,DMAP1,DNA methyltransferase 1 associated protein 1,1,44217066
79033,ERI3,ERI1 exoribonuclease family member 3,1,44288174
55182,RNF220,ring finger protein 220,1,44533108
79639,TMEM53,transmembrane protein 53,1,44663927
339541,C1orf228,chromosome 1 open reading frame 228,1,44700156
11004,KIF2C,kinesin family member 2C,1,44755428
6202,RPS8,ribosomal protein S8,1,44777157
266675,BEST4,bestrophin 4,1,44785669
1263,PLK3,polo like kinase 3,1,44803110
149478,BTBD19,BTB domain containing 19,1,44811305
8643,PTCH2,patched 2,1,44831999
8891,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,1,44924623
79654,HECTD3,HECT domain E3 ubiquitin protein ligase 3,1,45006951
7389,UROD,uroporphyrinogen decarboxylase,1,45013901
57643,ZSWIM5,zinc finger SWIM-type containing 5,1,45111491
400752,LINC01144,long intergenic non-protein coding RNA 1144,1,45304764
84842,HPDL,4-hydroxyphenylpyruvate dioxygenase like,1,45327773
4595,MUTYH,mutY DNA glycosylase,1,45334703
114034,TOE1,"target of EGR1, member 1 (nuclear)",1,45341824
10420,TESK2,testis-specific kinase 2,1,45417525
126661,CCDC163,coiled-coil domain containing 163,1,45497002
25974,MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",1,45505625
5052,PRDX1,peroxiredoxin 1,1,45516724
10327,AKR1A1,aldo-keto reductase family 1 member A1,1,45560417
4678,NASP,nuclear autoantigenic sperm protein,1,45601447
149483,CCDC17,coiled-coil domain containing 17,1,45622051
60313,GPBP1L1,GC-rich promoter binding protein 1 like 1,1,45656967
51249,TMEM69,transmembrane protein 69,1,45691305
3652,IPP,intracisternal A particle-promoted polypeptide,1,45723671
23139,MAST2,microtubule associated serine/threonine kinase 2,1,45929990
8503,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,1,46102833
10103,TSPAN1,tetraspanin 1,1,46180519
55624,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",1,46197049
541468,LURAP1,leucine rich adaptor protein 1,1,46212295
8438,RAD54L,RAD54-like (S. cerevisiae),1,46263084
10489,LRRC41,leucine rich repeat containing 41,1,46290883
387338,NSUN4,NOP2/Sun RNA methyltransferase family member 4,1,46352914
2166,FAAH,fatty acid amide hydrolase,1,46404057
101929651,LINC01398,long intergenic non-protein coding RNA 1398,1,46448188
127343,DMBX1,diencephalon/mesencephalon homeobox 1,1,46510605
148930,KNCN,kinocilin,1,46548538
100507423,MKNK1-AS1,MKNK1 antisense RNA 1,1,46554475
8569,MKNK1,MAP kinase interacting serine/threonine kinase 1,1,46580850
148932,MOB3C,MOB kinase activator 3C,1,46611863
64756,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,1,46651095
374973,TEX38,testis expressed 38,1,46672708
9813,EFCAB14,EF-hand calcium binding domain 14,1,46697111
1580,CYP4B1,cytochrome P450 family 4 subfamily B member 1,1,46809173
163720,CYP4Z2P,"cytochrome P450 family 4 subfamily Z member 2, pseudogene",1,46871785
1579,CYP4A11,cytochrome P450 family 4 subfamily A member 11,1,46935329
260293,CYP4X1,cytochrome P450 family 4 subfamily X member 1,1,47023571
199974,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,1,47092904
100874253,LINC00853,long intergenic non-protein coding RNA 853,1,47179794
10158,PDZK1IP1,PDZK1 interacting protein 1,1,47186844
6886,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor",1,47224134
6491,STIL,SCL/TAL1 interrupting locus,1,47282143
51727,CMPK1,cytidine/uridine monophosphate kinase 1,1,47351327
2301,FOXE3,forkhead box E3,1,47417062
84793,FOXD2-AS1,FOXD2 antisense RNA 1 (head to head),1,47433388
2306,FOXD2,forkhead box D2,1,47438354
388630,TRABD2B,TraB domain containing 2B,1,47878709
200010,SLC5A9,solute carrier family 5 member 9,1,48235664
54558,SPATA6,spermatogenesis associated 6,1,48383790
79656,BEND5,BEN domain containing 5,1,48752246
84871,AGBL4,ATP/GTP binding protein like 4,1,49278404
1996,ELAVL4,ELAV like RNA binding protein 4,1,50148341
63950,DMRTA2,DMRT like family A2,1,50420499
11124,FAF1,Fas associated factor 1,1,50700763
1031,CDKN2C,cyclin dependent kinase inhibitor 2C,1,50971984
26994,RNF11,ring finger protein 11,1,51254860
22996,TTC39A,tetratricopeptide repeat domain 39A,1,51307375
2060,EPS15,epidermal growth factor receptor pathway substrate 15,1,51412492
114883,OSBPL9,oxysterol binding protein like 9,1,51731281
4898,NRDC,nardilysin convertase,1,51833841
5865,RAB3B,"RAB3B, member RAS oncogene family",1,51949360
51060,TXNDC12,thioredoxin domain containing 12,1,52041142
91408,BTF3L4,basic transcription factor 3 like 4,1,52073450
9372,ZFYVE9,zinc finger FYVE-type containing 9,1,52244390
200014,CC2D1B,coiled-coil and C2 domain containing 1B,1,52358399
4998,ORC1,origin recognition complex subunit 1,1,52388650
84950,PRPF38A,pre-mRNA processing factor 38A,1,52411433
23318,ZCCHC11,zinc finger CCHC-type containing 11,1,52488183
2882,GPX7,glutathione peroxidase 7,1,52605711
348378,FAM159A,family with sequence similarity 159 member A,1,52648218
65260,COA7,cytochrome c oxidase assembly factor 7 (putative),1,52692354
79699,ZYG11B,"zyg-11 family member B, cell cycle regulator",1,52776900
440590,ZYG11A,"zyg-11 family member A, cell cycle regulator",1,52868543
55268,ECHDC2,enoyl-CoA hydratase domain containing 2,1,52908844
6342,SCP2,sterol carrier protein 2,1,52994477
127435,PODN,podocan,1,53073777
6512,SLC1A7,solute carrier family 1 member 7,1,53120092
1376,CPT2,carnitine palmitoyltransferase 2,1,53205313
54987,C1orf123,chromosome 1 open reading frame 123,1,53218794
100507564,LOC100507564,uncharacterized LOC100507564,1,53240696
7804,LRP8,LDL receptor related protein 8,1,53285259
105378732,LOC105378732,uncharacterized LOC105378732,1,53332371
163742,SLC25A3P1,solute carrier family 25 member 3 pseudogene 1,1,53439195
63948,DMRTB1,DMRT like family B with proline rich C-terminal 1,1,53463443
148979,GLIS1,GLIS family zinc finger 1,1,53620218
55706,NDC1,NDC1 transmembrane nucleoporin,1,53802006
54432,YIPF1,Yip1 domain family member 1,1,53870770
1733,DIO1,"deiodinase, iodothyronine type I",1,53902636
51668,HSPB11,heat shock protein family B (small) member 11,1,53933813
115353,LRRC42,leucine rich repeat containing 42,1,53957247
9528,TMEM59,transmembrane protein 59,1,54043216
127428,TCEANC2,transcription elongation factor A N-terminal and central domain containing 2,1,54080327
606495,CYB5RL,cytochrome b5 reductase like,1,54186213
51253,MRPL37,mitochondrial ribosomal protein L37,1,54211051
619518,SSBP3-AS1,SSBP3 antisense RNA 1,1,54237753
23648,SSBP3,single stranded DNA binding protein 3,1,54315913
26027,ACOT11,acyl-CoA thioesterase 11,1,54585336
338094,FAM151A,family with sequence similarity 151 member A,1,54616352
374977,MROH7,maestro heat like repeat family member 7,1,54676003
7268,TTC4,tetratricopeptide repeat domain 4,1,54729238
25973,PARS2,"prolyl-tRNA synthetase 2, mitochondrial (putative)",1,54760725
55001,TTC22,tetratricopeptide repeat domain 22,1,54792041
163747,LEXM,lymphocyte expansion molecule,1,54824163
1718,DHCR24,24-dehydrocholesterol reductase,1,54868437
199964,TMEM61,transmembrane protein 61,1,54986478
7809,BSND,barttin CLCNK type accessory beta subunit,1,55003868
255738,PCSK9,proprotein convertase subtilisin/kexin type 9,1,55052351
23358,USP24,ubiquitin specific peptidase 24,1,55140862
100507634,LOC100507634,uncharacterized LOC100507634,1,55216431
8613,PLPP3,phospholipid phosphatase 3,1,56537165
5563,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,1,56680326
199920,C1orf168,chromosome 1 open reading frame 168,1,56769250
731,C8A,complement C8 alpha chain,1,56886495
732,C8B,complement C8 beta chain,1,56947675
1600,DAB1,"DAB1, reelin adaptor protein",1,57624222
101926890,DAB1-AS1,DAB1 antisense RNA 1,1,57861795
115209,OMA1,OMA1 zinc metallopeptidase,1,58513759
4070,TACSTD2,tumor-associated calcium signal transducer 2,1,58576458
114803,MYSM1,"Myb like, SWIRM and MPN domains 1",1,58677407
3725,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",1,58782452
55277,FGGY,FGGY carbohydrate kinase domain containing,1,59550907
101926944,LOC101926944,uncharacterized LOC101926944,1,59780812
51361,HOOK1,hook microtubule tethering protein 1,1,59845619
1573,CYP2J2,cytochrome P450 family 2 subfamily J member 2,1,59910053
127795,C1orf87,chromosome 1 open reading frame 87,1,60032082
100996570,NFIA-AS2,NFIA antisense RNA 2,1,60958883
4774,NFIA,nuclear factor I A,1,61271634
414927,MGC34796,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene",1,61655185
83941,TM2D1,TM2 domain containing 1,1,61703235
10207,PATJ,"PATJ, crumbs cell polarity complex component",1,61953198
54596,L1TD1,LINE1 type transposase domain containing 1,1,62203565
163782,KANK4,KN motif and ankyrin repeat domains 4,1,62277789
7398,USP1,ubiquitin specific peptidase 1,1,62444156
27329,ANGPTL3,angiopoietin like 3,1,62601896
85440,DOCK7,dedicator of cytokinesis 7,1,62603891
84938,ATG4C,autophagy related 4C cysteine peptidase,1,62824688
199899,LINC00466,long intergenic non-protein coding RNA 466,1,63238170
100996301,FOXD3-AS1,FOXD3 antisense RNA 1 (head to head),1,63322204
27022,FOXD3,forkhead box D3,1,63324092
29929,ALG6,"ALG6, alpha-1,3-glucosyltransferase",1,63403076
23421,ITGB3BP,integrin subunit beta 3 binding protein,1,63482021
84455,EFCAB7,EF-hand calcium binding domain 7,1,63547997
5236,PGM1,phosphoglucomutase 1,1,63631839
4919,ROR1,receptor tyrosine kinase like orphan receptor 1,1,63968225
101927034,ROR1-AS1,ROR1 antisense RNA 1,1,64106440
148581,UBE2U,ubiquitin conjugating enzyme E2 U (putative),1,64224075
57685,CACHD1,cache domain containing 1,1,64590705
55225,RAVER2,"ribonucleoprotein, PTB binding 2",1,64789163
3716,JAK1,Janus kinase 1,1,64916820
101927084,LINC01359,long intergenic non-protein coding RNA 1359,1,64991026
205,AK4,adenylate kinase 4,1,65190141
9829,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,1,65351491
54741,LEPROT,leptin receptor overlapping transcript,1,65426939
3953,LEPR,leptin receptor,1,65552869
5142,PDE4B,phosphodiesterase 4B,1,66202125
84251,SGIP1,SH3 domain GRB2 like endophilin interacting protein 1,1,66642450
200132,TCTEX1D1,Tctex1 domain containing 1,1,66765752
10022,INSL5,insulin like 5,1,66799500
79819,WDR78,WD repeat domain 78,1,66875064
57708,MIER1,MIER1 transcriptional regulator,1,66950918
23169,SLC35D1,solute carrier family 35 member D1,1,67026864
149233,IL23R,interleukin 23 receptor,1,67213226
3595,IL12RB2,interleukin 12 receptor subunit beta 2,1,67352132
26135,SERBP1,SERPINE1 mRNA binding protein 1,1,67419125
1647,GADD45A,growth arrest and DNA damage inducible alpha,1,67686757
55970,GNG12,G protein subunit gamma 12,1,67767469
9077,DIRAS3,DIRAS family GTPase 3,1,68048796
79971,WLS,wntless Wnt ligand secretion mediator,1,68174478
6121,RPE65,"RPE65, retinoid isomerohydrolase",1,68439391
55635,DEPDC1,DEP domain containing 1,1,68485686
101927220,DEPDC1-AS1,DEPDC1 antisense RNA 1,1,68517651
57554,LRRC7,leucine rich repeat containing 7,1,69893584
5301,PIN1P1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1",1,69919819
55631,LRRC40,leucine rich repeat containing 40,1,70175240
9295,SRSF11,serine and arginine rich splicing factor 11,1,70228850
81573,ANKRD13C,ankyrin repeat domain 13C,1,70306868
11147,HHLA3,HERV-H LTR-associating 3,1,70361416
1491,CTH,cystathionine gamma-lyase,1,70425534
101927244,LOC101927244,uncharacterized LOC101927244,1,70746460
5733,PTGER3,prostaglandin E receptor 3,1,70996581
9406,ZRANB2,zinc finger RANBP2-type containing 2,1,71072290
